id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6369,"Rooftop terrace room ,  ensuite bathroom",13660,Simon,Chamartín,Hispanoamérica,40.45724,-3.67688,Private room,70,1,75,2020-02-29,0.61,1,90
21853,Bright and airy room,83531,Abdel,Latina,Cármenes,40.40341,-3.74084,Private room,30,4,33,2018-07-15,0.48,2,0
23001,Apartmento Arganzuela- Madrid Rio,82175,Jesus,Arganzuela,Legazpi,40.38695,-3.69304,Entire home/apt,50,15,0,,,7,365
24836,"Select the Madrid more ""cool"".",101653,Tenty,Centro,Justicia,40.41995,-3.69764,Entire home/apt,115,3,68,2020-01-26,0.62,1,1
26825,Single Room whith private Bathroom,114340,Agustina,Arganzuela,Legazpi,40.38985,-3.69011,Private room,25,2,149,2020-03-12,1.22,1,332
28200,Apartamento Arganzuela Planetario,82175,Jesus,Arganzuela,Legazpi,40.38841,-3.69505,Entire home/apt,85,1,3,2012-05-28,0.03,7,365
30320,Great Vacational Apartments,130907,Dana,Centro,Sol,40.41552,-3.70346,Entire home/apt,65,5,170,2020-01-04,1.42,3,365
30959,Beautiful loft in Madrid Center,132883,Angela,Centro,Embajadores,40.41111,-3.70269,Entire home/apt,54,3,8,2017-05-30,0.13,1,0
40718,COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA,175752,Sofia,Centro,Justicia,40.41978,-3.6973,Entire home/apt,55,3,162,2019-08-02,1.36,1,364
40916,Holiday Apartment Madrid Center,130907,Dana,Centro,Universidad,40.42096,-3.70428,Entire home/apt,90,5,48,2020-01-05,0.41,3,365
59923,Habitación para féminas en el centro de Madrid,288380,Patricia,Centro,Palacio,40.41971,-3.71256,Private room,40,1,17,2019-10-05,0.16,1,287
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,Justicia,40.4208,-3.69878,Private room,45,1,78,2020-03-04,3.18,2,365
64131,Habitación Metro Lacoma,313365,Gina,Fuencarral - El Pardo,Peñagrande,40.48409,-3.72257,Private room,20,2,32,2020-03-31,0.49,3,364
70059,"PLAZA ESPAÑA/Wifi/ downtown /parking. Cozy, Bright",353616,Diana,Centro,Universidad,40.42365,-3.70889,Entire home/apt,60,5,97,2020-02-12,0.86,2,0
70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,62,28,20,2019-12-31,0.18,5,1
70315,Superbly located 2 bedrooms 2 balconies,353738,Raquel,Centro,Palacio,40.42193,-3.71036,Entire home/apt,75,28,5,2019-12-27,0.06,5,316
70316,Superbly located Monthly rental Bills Incl.,353738,Raquel,Centro,Palacio,40.42191,-3.71038,Entire home/apt,75,28,7,2020-04-30,0.12,5,365
72150,Sunny attic duplex flat with terrace next to Sol,364585,Vin,Centro,Embajadores,40.4115,-3.70449,Entire home/apt,60,2,108,2020-01-26,0.96,4,180
72955,Madrid Apartment Prado Museum,378073,Alvaro,Centro,Cortes,40.41139,-3.69408,Entire home/apt,85,3,18,2019-11-26,0.26,9,231
74352,Cozy apartment in the coolest  neighbourhood,391014,Juan,Centro,Embajadores,40.41075,-3.70759,Entire home/apt,80,8,5,2019-08-04,0.14,1,316
75609,Estudio Museo Dino,401552,Mercedes,Centro,Embajadores,40.40743,-3.69719,Entire home/apt,63,3,56,2020-03-04,0.57,1,308
76617,Plaza Comendadoras Lux,368907,Miguel,Centro,Universidad,40.42686,-3.7094,Entire home/apt,102,3,36,2020-01-02,0.34,2,359
82481,"Retiro Park, Stay at cosy studio ",448981,Mercedes,Salamanca,Recoletos,40.42315,-3.68279,Entire home/apt,60,3,108,2017-11-29,0.98,1,0
84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,Embajadores,40.40865,-3.70534,Entire home/apt,60,3,185,2020-03-09,1.68,1,199
86042,Cozy attic with intimate rooftop terrace+ elevator,364585,Vin,Centro,Embajadores,40.40939,-3.69812,Entire home/apt,100,2,154,2020-03-05,1.42,4,180
89954,Amazing apt in the historic center,487095,Beatriz,Centro,Palacio,40.41218,-3.71369,Entire home/apt,112,2,209,2020-03-11,1.93,1,315
92920,Bedroom in Chueca Madrid,495849,Raul,Centro,Justicia,40.42422,-3.69538,Private room,55,2,92,2019-12-01,0.84,1,363
93100,*** MALASAÑA B&B ***,499977,Charo,Centro,Universidad,40.42378,-3.70248,Private room,32,1,643,2020-03-17,5.85,3,324
96072, Room for rent in Madrid,510570,Laura / Ismael,Tetuán,Cuatro Caminos,40.45559,-3.69421,Private room,25,3,182,2019-12-17,1.87,1,316
96807,"double room, bathroom",513331,Mark´S,Puente de Vallecas,Palomeras Bajas,40.38318,-3.65565,Private room,30,4,77,2019-07-07,0.71,7,365
100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,Valverde,40.50116,-3.67119,Entire home/apt,60,2,3,2016-06-24,0.06,1,0
101507,NICE FLAT IN THE CENTER OF MADRID,5795235,Elise,Centro,Embajadores,40.40786,-3.70223,Entire home/apt,50,3,61,2020-01-01,0.76,4,256
102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,Pueblo Nuevo,40.43331,-3.64355,Private room,20,3,0,,,1,89
102091,Family Apartment Two Bedrooms& Two Bathroom,534128,Madrid,Chamberí,Trafalgar,40.43158,-3.70071,Entire home/apt,108,5,8,2017-07-04,0.07,14,365
103522,"Apartamento zona Rastro. Cozy flat, Plaza Mayor.",539643,Juan Mariano,Centro,Embajadores,40.41158,-3.70607,Entire home/apt,68,1,36,2020-03-14,0.77,1,365
103541,CENTRAL AND COMFORT APTO. W/PARKING,361930,Maria,Chamberí,Almagro,40.43761,-3.69802,Entire home/apt,75,2,184,2020-03-01,1.70,4,363
109369,RENT ROOM FOR DAYS/ALQUILER HABITACION LUMINOSA,564773,Eva,Fuencarral - El Pardo,Pilar,40.48313,-3.71017,Private room,40,1,9,2019-12-07,0.46,1,308
114854,NICE CENTRAL TOURISM-BUSINESS APTO,361930,Maria,Chamberí,Rios Rosas,40.43825,-3.69388,Entire home/apt,75,2,111,2020-03-29,1.06,4,286
119389,Madrid Apartment Latina,378073,Alvaro,Centro,Palacio,40.40958,-3.71042,Entire home/apt,85,3,75,2020-03-08,0.72,9,198
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,Palacio,40.41143,-3.70912,Private room,35,1,194,2020-01-01,1.82,5,365
120762,SHINY ROOM in DOWNTOWN / MALASAÑA!!,606925,Noelia,Centro,Universidad,40.42381,-3.70571,Private room,29,1,220,2020-02-02,2.01,3,287
123864,LOVELY STUDIO IN OLD TOWN-A/C-WIFI,605612,Ulises,Centro,Embajadores,40.41001,-3.70704,Entire home/apt,51,1,528,2020-03-08,4.89,5,165
127819,140 m2 Architect flat - Madrid center,632589,Janasor,Centro,Cortes,40.41466,-3.70162,Entire home/apt,119,2,86,2020-03-09,0.92,1,168
132428,Habitacion en Anton Martin,650803,Jose Luis,Centro,Embajadores,40.41034,-3.69836,Private room,30,3,103,2020-03-03,2.87,1,365
136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,Los Angeles,40.35735,-3.69634,Private room,21,1,72,2018-12-16,0.67,1,135
150123,LOFT ELOISA,723539,Eloisa,Centro,Embajadores,40.40639,-3.70048,Entire home/apt,80,2,25,2020-02-26,0.51,15,61
154224,NICE FLAT SANTA ANA.45m2 WIFI (A),740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,69,3,85,2020-03-09,0.93,8,5
163429,Centrical loft in Madrid (Chamberi),780107,Sonia,Chamberí,Arapiles,40.43628,-3.70526,Entire home/apt,65,90,8,2019-03-17,0.07,1,1
167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,Piovera,40.45386,-3.64743,Private room,45,1,23,2020-02-07,0.24,2,363
169325,"LA LATINA, ROOMS OR HOUSE FULL",805726,Patricia,Latina,Puerta del Angel,40.40915,-3.72416,Private room,25,4,47,2019-05-26,0.44,8,365
169719,IN THE HEART OF MADRID WITH BALCONY,805726,Patricia,Centro,Cortes,40.41515,-3.70003,Private room,25,2,66,2020-02-21,0.62,8,365
170750,2-bedroom attic & rooftop terrace,814490,Rafael,Centro,Universidad,40.42386,-3.70489,Entire home/apt,90,25,190,2018-12-09,1.83,2,268
171144,Penthouse in PALACIO with 2 ROOMS,816497,Isabel,Centro,Palacio,40.41607,-3.71101,Entire home/apt,155,3,10,2019-12-08,0.10,2,357
177500,Fuencarral studio A,596469,Gabriel Avalos,Centro,Universidad,40.42762,-3.70323,Entire home/apt,40,5,24,2019-06-28,0.25,32,202
177523,Fuencarral Studio A1,596469,Gabriel Avalos,Centro,Universidad,40.42902,-3.70398,Entire home/apt,40,5,11,2019-07-06,0.11,32,202
183309,CENTRAL REFURBISHED XIX CENTURY FLAT,877571,Lidia,Centro,Justicia,40.42397,-3.69463,Entire home/apt,90,1,6,2017-08-29,0.07,5,0
183346,ROOM IN CENTRAL REFURBISH FLAT,877571,Lidia,Centro,Justicia,40.42339,-3.69475,Private room,30,1,12,2016-05-29,0.15,5,0
183353,ROOM IN CENTRAL GENUINE CHARMINFLAT,877571,Lidia,Centro,Justicia,40.42259,-3.69394,Private room,30,1,40,2016-09-24,0.40,5,0
183435,CENTRAL REFURBISHED GENUINE XIXFLAT,877571,Lidia,Centro,Justicia,40.42396,-3.69545,Entire home/apt,89,1,0,,,5,0
191661,PLAZA MAYOR LOFT the genuine Madrid,927343,Jose And Mey,Centro,Sol,40.41516,-3.70731,Entire home/apt,76,3,231,2020-03-09,2.20,3,346
196197,Views of San Andres Baroque from a Central Madrid Apartment,852616,Meyling,Centro,Palacio,40.41088,-3.71098,Entire home/apt,77,3,276,2020-03-15,2.61,2,327
199016,Room in central top floor with 2 terraces,967721,Santi,Centro,Universidad,40.42538,-3.70505,Private room,35,2,25,2020-03-01,0.42,2,274
199201,"Converted theatre, historic centre",749212,Henrietta,Centro,Embajadores,40.41319,-3.7024,Private room,75,3,150,2020-03-14,1.42,1,323
200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,Castellana,40.43186,-3.68515,Entire home/apt,140,7,0,,,1,347
201033,Shiny Room in Malasaña II/Center,606925,Noelia,Centro,Universidad,40.42384,-3.70686,Private room,40,1,53,2020-03-01,0.50,3,364
204570,Lovely 110m2 home - BEST LOCATION !,1004721,Alex,Centro,Cortes,40.41476,-3.69531,Entire home/apt,90,5,99,2020-03-18,0.94,1,0
205199,Tafari Gran Via,1008659,Nuria,Centro,Universidad,40.42063,-3.70539,Entire home/apt,85,3,272,2020-02-07,2.57,2,357
207275,Bedroom with views,124972,Luisa,Moncloa - Aravaca,Argüelles,40.42973,-3.72118,Private room,50,10,8,2020-01-28,0.09,7,345
209373,Attic in the Heart of Madrid-WIFI ,1031664,José,Centro,Embajadores,40.41273,-3.70324,Private room,30,7,37,2020-04-01,0.36,1,179
209780,The Mad B&B - Cool 3BD with Wifi & AC,669927,Diana,Carabanchel,Abrantes,40.37935,-3.73162,Entire home/apt,105,1,182,2020-03-08,1.74,1,290
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,Canillas,40.45856,-3.64811,Private room,55,2,121,2020-03-08,1.16,1,335
214000,Emblematic Plaza CHUECA. Quiet. Spacious. Design,927343,Jose And Mey,Centro,Justicia,40.42333,-3.69705,Entire home/apt,95,4,171,2020-03-16,1.64,3,343
217674,PENTHOUSE PLAZA MAYOR ROOFTOP TERRACE XVI CENTURY,1732442,Anouk,Centro,Sol,40.41538,-3.70741,Entire home/apt,145,3,204,2020-02-08,1.97,8,344
219303,*** Malasaña B&B exterior***,499977,Charo,Centro,Universidad,40.42377,-3.70241,Private room,29,1,184,2020-03-08,1.76,3,362
225462,Bright silent room in the center,1174648,Rebeca,Centro,Cortes,40.41518,-3.6998,Private room,33,2,147,2020-03-10,1.44,2,365
225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,Arapiles,40.43423,-3.70703,Private room,25,25,62,2020-03-12,0.67,1,364
229664,Beautiful cozy loft madrid center,1130651,Sergio,Centro,Embajadores,40.40881,-3.70092,Entire home/apt,55,2,483,2020-03-09,4.61,3,362
231861,COMFORTABLE ROOM IN A GREAT AREA!!!,1212528,Silvia,Chamberí,Trafalgar,40.43684,-3.70225,Private room,25,1,0,,,1,88
240128,CHEAP  ROOM ONLY GIRLS OR COUPLES,630482,Raquel,Carabanchel,San Isidro,40.39376,-3.72483,Private room,25,5,77,2019-08-09,0.74,2,131
256004,CASA ARCO CUCHILLEROS-BOTIN,1732442,Anouk,Centro,Sol,40.41428,-3.70767,Entire home/apt,80,2,146,2020-02-16,1.47,8,364
256842,For Family 5p 20 min Puerta del Sol,1351231,Nieves,Latina,Aluche,40.38574,-3.75062,Entire home/apt,100,90,51,2020-03-31,0.50,1,241
260656,Quiet duplex apartment in Lavapiés,1367452,Javier,Centro,Embajadores,40.40743,-3.70114,Entire home/apt,85,7,36,2020-03-31,0.36,1,349
261878,GREAT STUDIO! BEST REVIEWS! CENTRAL,1373873,Al,Centro,Universidad,40.42325,-3.70183,Entire home/apt,78,1,482,2020-03-15,4.66,1,90
268275,Madrid center with balconies,1406073,Jose Antonio,Centro,Embajadores,40.41236,-3.70284,Entire home/apt,75,2,57,2019-04-08,0.56,1,0
280733,Gran Via apartment I,596469,Gabriel Avalos,Centro,Universidad,40.42419,-3.70835,Entire home/apt,50,5,32,2019-12-25,0.38,32,194
281224,Unique apt in Opera - Royal Palace,1466005,Pe,Centro,Palacio,40.41637,-3.70992,Entire home/apt,70,3,103,2020-03-16,2.31,1,76
282195,Winter Offer 40m2 Wifi. Centre O,740087,Jesus&Sonia,Centro,Cortes,40.41391,-3.7005,Entire home/apt,59,3,47,2020-03-10,0.55,8,5
282196,"COZY FLAT, SANTA ANA,40m2,WIFI (I)",740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,59,3,72,2020-03-14,0.73,8,5
282715,"Cozy and Luxury Penthouse, GL*****Madrid",1473247,Marta,Salamanca,Recoletos,40.42688,-3.6852,Entire home/apt,150,2,111,2020-03-03,1.14,1,364
283862,"CENTER
HISTORICAL, SOL, DUPLEX",1478367,Amalia,Centro,Sol,40.41681,-3.70747,Entire home/apt,85,1,32,2020-02-04,0.56,1,230
287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,Universidad,40.42555,-3.71087,Private room,30,1,11,2014-11-08,0.11,2,0
289555,Casa Museo del Prado-Private room.,901218,Myrko,Centro,Cortes,40.4176,-3.69808,Private room,28,1,172,2020-05-05,2.11,22,365
294520,rented room in the center of madrid,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,50,2,25,2020-03-01,0.39,4,109
294529,Centro de Madrid. Room 3,1522694,Isdel Pablo,Centro,Justicia,40.42226,-3.69959,Private room,35,4,55,2019-10-24,0.55,4,365
297017,Charming Prado Luxury,4677030,Jaime,Centro,Cortes,40.41414,-3.69419,Entire home/apt,50,3,44,2020-05-10,0.83,12,0
310333,"Central, cute & Art Apartment",1596220,Paloma,Centro,Embajadores,40.40779,-3.69614,Entire home/apt,80,3,105,2020-03-03,1.12,1,365
310678,Precioso apartamento en Gran Via,1598163,Soledad,Centro,Universidad,40.42163,-3.70785,Entire home/apt,68,3,311,2019-12-30,3.08,1,7
315682,QUIET and SPACIOUS .Heart of Malasaña.Madrid.,1095831,Rosalind  & Tino,Centro,Universidad,40.42579,-3.70526,Entire home/apt,155,3,208,2020-03-14,2.10,4,16
316711,"OPERA, PALACIO REAL, CENTRO, SOL",162701,Nacho,Centro,Palacio,40.42027,-3.70755,Private room,200,15,15,2019-09-07,0.31,2,0
318826,Wonderful apartment. JUST REMODELED,1636378,Francisco Tomas,Latina,Aluche,40.39382,-3.75871,Entire home/apt,100,5,15,2019-12-13,0.15,1,353
333974,Winter froml 34€per.Centric.Wifi E,740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,59,3,62,2020-03-07,0.66,8,5
334281,Heart of Madrid - 2 bedroom flat,1702905,Sió,Centro,Embajadores,40.41059,-3.7034,Entire home/apt,75,3,245,2020-03-08,2.58,1,351
336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,Delicias,40.39516,-3.69309,Entire home/apt,111,2,59,2020-03-01,1.99,5,90
336795,Room in Madrid Center whit WIFI,1713273,Antonio,Centro,Cortes,40.41393,-3.6979,Private room,25,2,156,2020-03-15,1.61,1,351
336834,2 bedroom apartament in Chueca-Fuen,1713427,Helena,Centro,Justicia,40.42295,-3.69552,Entire home/apt,65,5,44,2020-03-24,0.44,1,358
336869,Direct to Plaza Mayor!,1713524,Oliver,Centro,Sol,40.41452,-3.70774,Private room,100,2,105,2018-10-09,1.07,2,0
337292,Principe de Vergara. Homey Room,1714866,Francisco,Chamartín,Ciudad Jardín,40.44859,-3.67746,Private room,35,2,7,2017-04-18,0.08,1,0
339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,Universidad,40.42836,-3.7056,Entire home/apt,63,20,124,2019-08-31,1.26,2,364
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,Cortes,40.41281,-3.6956,Entire home/apt,82,3,156,2020-02-09,1.59,2,272
339751,Madrid Centro 1to6 people Metro Bus wifi.TWO ROOMS,1721232,Juan Manuel,Latina,Puerta del Angel,40.40713,-3.73971,Private room,22,2,138,2020-03-17,2.70,1,175
342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,Embajadores,40.40872,-3.69919,Entire home/apt,79,7,32,2020-03-05,0.33,2,320
342557,Berlin's Park at your window. Parking included.,1738288,Jose Angel,Chamartín,Ciudad Jardín,40.44931,-3.67424,Private room,70,2,55,2019-11-03,0.69,1,365
342670,beautiful apartament & cozy terrace,1738846,Carlos,Arganzuela,Palos de Moguer,40.40522,-3.69454,Entire home/apt,65,3,30,2019-08-15,0.33,1,163
342952,Special price 29€ per.Center.Wifi U,740087,Jesus&Sonia,Centro,Cortes,40.41392,-3.70049,Entire home/apt,59,3,116,2020-03-09,1.19,8,5
345195,DUPLO Heart of Madrid/Malasaña,1095831,Rosalind  & Tino,Centro,Universidad,40.42371,-3.70393,Entire home/apt,81,3,4,2019-04-11,0.05,4,5
345230,GOYA (Website hidden by Airbnb) of Madrid,1095831,Rosalind  & Tino,Centro,Universidad,40.4238,-3.70467,Private room,70,3,4,2019-04-11,0.06,4,6
345233,MIRO (Website hidden by Airbnb) of Madrid,1095831,Rosalind  & Tino,Centro,Universidad,40.42359,-3.70396,Private room,70,3,4,2018-12-15,0.05,4,6
345249,CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT,1751133,The Punset Family,Tetuán,Almenara,40.47293,-3.68945,Entire home/apt,130,2,28,2019-12-15,0.32,2,328
347510,Classy Central Family Alcalá Deluxe,1751133,The Punset Family,Salamanca,Guindalera,40.4302,-3.66484,Entire home/apt,220,2,42,2019-09-07,0.43,2,342
354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,Universidad,40.42479,-3.70896,Entire home/apt,70,20,38,2018-07-03,0.39,2,0
356344,Gran Via Valverde IV,1803498,Ekaterina,Centro,Universidad,40.42113,-3.70181,Entire home/apt,183,3,29,2019-01-02,0.30,7,365
361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,Niño Jesús,40.40976,-3.67544,Entire home/apt,100,2,154,2019-10-28,1.56,3,162
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,Sol,40.4175,-3.70676,Private room,49,2,395,2020-02-23,4.01,1,358
363521,Madrid centre quite and nice room ,1836675,Paloma,Arganzuela,Chopera,40.39992,-3.69867,Private room,55,3,2,2014-06-24,0.02,2,364
363805,Madrid centre nice and quite room,1836675,Paloma,Arganzuela,Palos de Moguer,40.40124,-3.69408,Private room,51,3,2,2014-07-04,0.03,2,364
369234,Rooms  in Madrid Argüelles Moncloa,1718458,Juan,Moncloa - Aravaca,Argüelles,40.42544,-3.71752,Private room,25,4,21,2018-01-28,0.21,30,46
371532,"Fantastic Location. Great apartment, Opera",1871034,Olga,Centro,Palacio,40.41971,-3.71018,Entire home/apt,80,2,78,2020-03-05,0.80,1,117
374558,Bright apartment in Chueca neighborhood,1884261,Henrique Manuel,Centro,Justicia,40.42156,-3.69719,Entire home/apt,91,1,99,2020-03-08,1.16,1,44
375472,Host family in the center of Madrid,1888816,Margarita Y María,Arganzuela,Acacias,40.40334,-3.70254,Private room,20,6,145,2020-03-08,1.54,4,0
376232,Gran Via Sol Montera,1803498,Ekaterina,Centro,Sol,40.41906,-3.70103,Entire home/apt,240,3,10,2018-09-12,0.10,7,1
376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,Embajadores,40.40995,-3.6971,Entire home/apt,50,3,19,2020-04-30,0.25,3,338
377151,private house in elegant neiborhood,1895571,Lola,Salamanca,Fuente del Berro,40.42258,-3.66275,Private room,30,2,30,2019-08-05,0.38,2,0
396532,"Apart. 25mts from Gran Via,exterior",1981346,Daniel,Centro,Universidad,40.42182,-3.70389,Entire home/apt,85,2,119,2020-02-16,1.22,1,131
397778,PUERTA DEL SOL VI - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41456,-3.70437,Entire home/apt,77,3,37,2020-02-23,0.43,56,351
398450,a special place with special views,2150362,Nuria,Centro,Universidad,40.4268,-3.71036,Entire home/apt,54,3,227,2020-03-17,2.32,1,357
399140,ATOCHA II - MADRID CITY CENTRE,1408525,Mad4Rent,Arganzuela,Palos de Moguer,40.40613,-3.69438,Entire home/apt,66,3,36,2020-01-03,0.40,56,359
402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41596,-3.70302,Entire home/apt,92,3,140,2020-03-15,1.61,56,356
404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Universidad,40.42342,-3.70454,Entire home/apt,90,3,48,2020-03-02,0.75,56,330
405037,Plaza Castilla 4 Torres,1803498,Ekaterina,Tetuán,Valdeacederas,40.46538,-3.69766,Entire home/apt,50,90,0,,,7,365
405677,Grilo Gran Via,1803498,Ekaterina,Centro,Universidad,40.42435,-3.70831,Entire home/apt,95,3,2,2020-02-02,0.04,7,355
405786,PLAZA DE LA CEBADA  -  SPACIOUS,1408525,Mad4Rent,Centro,Palacio,40.41043,-3.70944,Entire home/apt,85,5,11,2019-06-24,0.15,56,135
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Goya,40.42823,-3.67776,Private room,24,3,122,2020-03-17,1.24,1,190
406697,Lovely & Cozy Apartment Center,1973909,Jose Y Ana,Centro,Cortes,40.41262,-3.69882,Entire home/apt,56,2,383,2019-03-23,3.88,1,0
413240,An oasis in the city of Madrid,2056009,Irma,Chamartín,Hispanoamérica,40.45284,-3.67059,Private room,48,2,109,2020-03-03,1.12,1,1
414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,Mad4Rent,Centro,Palacio,40.41282,-3.70749,Entire home/apt,66,3,34,2020-02-02,0.37,56,336
415967, LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40.40781,-3.70245,Entire home/apt,75,2,153,2019-05-27,1.55,1,0
420039,Bonito estudio en pleno centro,9934732,Fernando Javier,Centro,Universidad,40.42602,-3.70502,Entire home/apt,38,1,628,2020-04-10,6.49,5,324
423655,Tribunal Apartment,1719263,Leticia,Centro,Justicia,40.42638,-3.69957,Entire home/apt,100,5,2,2014-09-06,0.02,2,140
424816,Habitación privada en apartamento..,2111994,Carolina,Tetuán,Cuatro Caminos,40.45483,-3.69994,Private room,40,7,4,2017-05-31,0.05,2,288
429306,Vintage and Scandi Chic at an Historic Central Madrid Home,2134007,Lola,Centro,Universidad,40.42961,-3.70851,Entire home/apt,130,3,182,2020-03-05,1.89,1,1
429942,Flat for 4/6 in central Madrid!,1450430,Fanny,Tetuán,Bellas Vistas,40.44798,-3.70589,Entire home/apt,90,5,24,2019-09-29,0.25,1,362
431806,CHARMING SUITE IN MADRID'S LEDGE,2146727,Carlos,Moncloa - Aravaca,Casa de Campo,40.42934,-3.72229,Private room,35,20,101,2019-10-31,1.04,3,365
435010,Cute penthouse room in Madrid!!!,2160658,Ana,Centro,Palacio,40.41257,-3.70872,Private room,25,2,203,2020-02-16,2.11,1,341
437666,LA LATINA HABITACIÓN/ CASA COMPLETA,805726,Patricia,Latina,Puerta del Angel,40.40999,-3.72437,Private room,20,2,9,2018-10-18,0.11,8,365
437670,"LA LATINA, MAGNÍFICAS HABITACIONES",805726,Patricia,Latina,Puerta del Angel,40.41155,-3.72371,Private room,25,6,8,2018-10-31,0.09,8,365
439699,Madrid center - right in Malasaña!,2184051,Emilio,Centro,Universidad,40.42353,-3.70308,Entire home/apt,70,1,519,2020-03-10,5.30,4,330
440596,Quiet Central Apartment with WiFi,1280726,Mallory,Chamberí,Trafalgar,40.42897,-3.69711,Entire home/apt,30,3,7,2012-09-23,0.07,1,0
442986,madrid center chueca house wiffi,2201302,Cesar,Centro,Justicia,40.42414,-3.69764,Entire home/apt,85,2,18,2019-12-08,0.19,1,352
449218,"Central, fully equipped, best price",2230279,Marina,Chamberí,Trafalgar,40.42976,-3.70259,Entire home/apt,48,3,285,2020-03-16,2.93,1,211
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.3909,-3.71202,Private room,30,2,6,2020-04-15,0.17,1,91
459303,GRAN VIA - l - CENTRAL & BRIGHT,1408525,Mad4Rent,Centro,Universidad,40.42524,-3.70504,Entire home/apt,81,3,22,2020-03-03,0.33,56,352
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41661,-3.70282,Entire home/apt,90,3,39,2020-01-31,0.56,56,359
462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,Palacio,40.40869,-3.71073,Entire home/apt,115,2,61,2020-03-15,0.63,1,313
463246,Lovely Apartment Madrid Center,2302267,Carmen,Centro,Palacio,40.41378,-3.71253,Entire home/apt,75,3,11,2019-07-02,0.20,1,345
464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT.",2307294,Lua & Carlos,Centro,Universidad,40.42204,-3.70481,Entire home/apt,85,3,60,2018-04-24,0.62,1,134
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Justicia,40.42142,-3.70102,Entire home/apt,59,4,267,2020-03-21,2.75,1,319
469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Sol,40.41917,-3.70624,Entire home/apt,85,3,49,2020-02-25,0.71,56,364
470132,❤Elegant & Comfortable apartment **Superhost**,2332600,Rodrigo,Centro,Embajadores,40.41018,-3.70164,Entire home/apt,83,1,38,2018-10-28,0.39,1,1
471198,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,Universidad,40.42408,-3.7038,Entire home/apt,90,3,40,2019-11-22,0.59,56,348
471238,PUERTA DEL SOL - V - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41588,-3.702,Entire home/apt,82,3,20,2020-01-26,0.21,56,358
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41644,-3.70222,Entire home/apt,90,3,144,2020-02-09,1.56,56,363
477652,REINA SOFIA - ll - WITH  TERRACE ,1408525,Mad4Rent,Centro,Embajadores,40.40671,-3.69777,Entire home/apt,83,9,20,2020-01-30,0.24,56,228
